timestamp,open,high,low,close,volume,SMA_20,EMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,OBV,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
2023-01-01,16537.5,16618.8,16488.0,16610.3,105502.965,,,,,,,105502.965,,,,,
2023-01-02,16610.4,16799.0,16541.2,16666.0,215161.176,,,,,,,320664.141,,,,,
2023-01-03,16665.9,16774.0,16600.3,16667.2,203070.205,,,,,,,523734.346,,,,,
2023-01-04,16667.3,16984.6,16645.7,16842.1,349747.838,,,,,,,873482.184,,,,,
2023-01-05,16842.2,16872.8,16740.4,16823.8,176369.347,,,,,,,697112.837,,,,,
2023-01-06,16823.8,17030.0,16664.8,16943.8,316973.629,,,,,,,1014086.466,,,,,
2023-01-07,16943.9,16973.6,16900.1,16936.5,77973.105,,,,,,,936113.361,,,,,
2023-01-08,16936.5,17181.1,16905.0,17124.7,157717.318,,,,,,,1093830.679,,,,,
2023-01-09,17124.6,17387.8,17098.2,17169.7,400277.809,,,,,,,1494108.488,,,,,
2023-01-10,17169.6,17485.4,17140.4,17428.8,297320.371,,,,,,,1791428.859,,,,,
2023-01-11,17428.8,18013.2,17306.4,17935.7,386277.106,,,,,,,2177705.965,,,,,
2023-01-12,17935.6,19120.0,17902.4,18838.0,1040334.76,,,,,,,3218040.7249999996,,,,,
2023-01-13,18838.1,19997.8,18711.0,19924.2,806807.832,,,,,,,4024848.5569999996,,,,,
2023-01-14,19924.3,21544.0,19882.6,20962.8,1010666.683,,,,,,,5035515.239999999,,,,,
2023-01-15,20962.8,21073.8,20556.0,20882.7,428486.559,,,97.40160930544035,,,,4607028.680999999,,,,,
2023-01-16,20882.7,21498.0,20606.6,21188.3,666148.201,,,97.62072501053909,,,,5273176.881999999,,,,,
2023-01-17,21188.2,21640.0,20827.8,21130.9,547390.593,,,95.98349817566223,,,,4725786.288999999,,,,,
2023-01-18,21130.8,21672.0,20386.0,20680.0,813785.517,,,84.05746194218051,,,,3912000.771999999,,,,,
2023-01-19,20680.1,21183.9,20659.9,21068.3,374733.617,,,85.70472821249928,,,,4286734.388999999,,,,,
2023-01-20,21068.3,22750.0,20856.4,22661.1,723645.2,18724.245000000003,,90.18479336804592,,,,5010379.588999999,14686.009599493978,18724.245000000003,22762.48040050603,43.13375947073994,0.9874474379956495
2023-01-21,22661.0,23390.0,22422.0,22781.9,764681.1,19032.825,,90.42975900012915,,,,5775060.688999998,14751.981763965767,19032.825,23313.668236034235,44.983792327562874,0.9378897793362246
2023-01-22,22781.8,23080.2,22287.0,22704.6,482529.811,19334.755,,88.90075575362488,,,,5292530.877999999,14914.688696662452,19334.755,23754.82130333755,45.721461723591005,0.8811984672555093
2023-01-23,22704.7,23193.1,22500.0,22913.1,525802.84,19647.05,,89.42036739136896,,,,5818333.7179999985,15143.205629909036,19647.05,24150.894370090962,45.84753813005986,0.862584686727756
2023-01-24,22913.3,23158.7,22450.0,22627.4,505615.816,19936.315000000002,,83.64207985860732,,,,5312717.901999999,15447.120698892057,19936.315000000002,24425.509301107948,45.03534681417248,0.7997291740453105
2023-01-25,22627.5,23837.4,22310.5,23060.6,692786.607,20248.155,,85.20338556580923,,,,6005504.508999999,15800.844559081797,20248.155,24695.4654409182,43.92805607146134,0.8161961636547387
2023-01-26,23060.6,23278.7,22843.8,23001.9,427760.786,20551.06,,84.03295983473993,2212.917183499496,,,5577743.722999998,16221.575698885139,20551.06,24880.544301114864,42.133926922648875,0.7830406382775077
2023-01-27,23001.9,23500.0,22516.6,23068.0,509920.307,20857.635000000002,,84.29458793410363,2143.0601896759945,,,6087664.029999998,16731.805388261288,20857.635000000002,24983.464611738716,39.56181620532446,0.7678691569946464
2023-01-28,23068.1,23185.0,22870.8,23015.9,186400.943,21152.195,,83.13825782228257,2059.750463008855,,,5901263.086999998,17302.510801276676,21152.195,25001.879198723323,36.399855416644215,0.7420594656333194
2023-01-29,23016.0,23962.7,22961.5,23740.3,562028.231,21480.725,,86.0115354509889,2028.7932644746652,,,6463291.317999998,17937.28813736225,21480.725,25024.161862637746,32.99178088856636,0.8188394611775254
2023-01-30,23740.2,23804.6,22484.2,22819.9,572537.407,21750.28,,69.74876533598638,1907.9966757145485,,,5890753.910999998,18694.079106341334,21750.28,24806.480893658663,28.102634942250532,0.674991768738005
2023-01-31,22819.9,23330.0,22715.3,23119.4,403726.966,22009.465000000004,,71.62861557057825,1815.5036597262588,,,6294480.876999998,19452.83631262672,22009.465000000004,24566.093687373286,23.232083900024666,0.7170700433507927
2023-02-01,23119.5,23852.4,22747.0,23730.0,571429.711,22254.065000000002,,75.03474267236368,1771.0569530718858,,,6865910.587999999,20045.571465234727,22254.065000000002,24462.558534765278,19.848001115888493,0.8341497216918192
2023-02-02,23730.1,24281.4,23365.0,23493.1,615740.338,22432.510000000002,,71.45064827827653,1697.1530438347363,,,6250170.249999998,20439.657626240216,22432.510000000002,24425.362373759788,17.76753803974487,0.7660984862614408
2023-02-03,23493.0,23719.9,23201.0,23424.7,470831.438,22555.605000000003,,70.40497475167402,1614.4539349585066,-302.28888370426534,1916.742818662772,5779338.811999998,20638.385719401147,22555.605000000003,24472.82428059886,16.99993665076912,0.726655085517534
2023-02-04,23424.7,23591.4,23250.0,23322.6,197118.393,22677.6,,68.78671281507931,1523.118121053103,-314.8997580877351,1838.0178791408382,5582220.418999998,20895.990422118248,22677.6,24459.20957788175,15.712505537462086,0.6810160901713591
2023-02-05,23322.6,23436.0,22741.0,22929.2,356665.034,22764.645,,62.79735674581767,1402.8189150468388,-348.1591712751997,1750.9780863220385,5225555.384999998,21117.561828481335,22764.645,24411.728171518665,14.470536847982167,0.5499534579812005
2023-02-06,22929.3,23159.4,22600.0,22757.7,417160.143,22845.985,,60.331138262355736,1278.899948346243,-377.6625103806364,1656.5624587268794,4808395.241999998,21378.809723115886,22845.985,24313.160276884115,12.844053577765319,0.4699132743745882
2023-02-07,22757.8,23368.6,22742.4,23234.1,447273.494,22973.69,,64.50166130440822,1205.241499240692,-361.0567675889499,1566.298266829642,5255668.735999998,21887.781407345916,22973.69,24059.59859265408,9.45349739335808,0.6199041990097567
2023-02-08,23234.1,23450.0,22662.9,22955.9,383465.481,23068.07,,60.501504492262384,1111.6043496652237,-363.7551337315349,1475.3594833967586,4872203.254999998,22421.905763601884,23068.07,23714.234236398115,5.6022392545030035,0.41320318141927626
2023-02-09,22955.9,23007.8,21684.7,21793.4,732295.35,23024.684999999998,,47.30084723397589,932.8390119674586,-434.01637714343997,1366.8553891108986,4139907.904999998,22186.931460407377,23024.684999999998,23862.43853959262,7.277003264909993,-0.23487305144585865
2023-02-10,21793.3,21933.8,21405.0,21618.6,439986.497,22966.52,,45.68666706511575,768.2058954012064,-478.91959496775394,1247.1254903689603,3699921.407999998,21931.182171849225,22966.52,24001.857828150776,9.016061886178452,-0.15095660727838534
2023-02-11,21618.6,21891.9,21594.4,21851.3,189249.667,22923.855,,48.21995830811283,649.0283152378906,-478.4777401048557,1127.5060553427463,3889171.074999998,21783.82608725262,22923.855,24063.88391274738,9.94622337950908,0.029593070839218243
2023-02-12,21851.2,22080.9,21618.0,21771.1,276787.093,22866.754999999997,,47.39939120890313,541.8615123721829,-468.51563437645086,1010.3771467486338,3612383.981999998,21620.813602541843,22866.754999999997,24112.696397458152,10.897404528610684,0.06031037967144975
2023-02-13,21771.0,21888.0,21338.0,21766.2,511595.693,22823.695,,47.34637844717728,451.332974373443,-447.2353379001527,898.5683122735957,3100788.288999998,21491.126273854894,22823.695,24156.263726145105,11.677063912264039,0.10321183468744917
2023-02-14,21766.1,22320.0,21485.2,22187.4,598791.509,22780.035,,52.28637911109817,408.8626614186069,-391.7645206839911,800.627182102598,3699579.797999998,21424.35653624099,22780.035,24135.71346375901,11.902338725634179,0.2814249411483801
2023-02-15,22187.4,24420.0,22038.5,24332.6,824676.471,22846.57,,68.49737294593741,542.0558616799863,-206.85705633808948,748.9129180180757,4524256.268999998,21332.501549631925,22846.57,24360.638450368075,13.25422985041584,0.9907406926149013
2023-02-16,24332.7,25290.0,23518.0,23526.6,959463.159,22869.5,,60.218870065694524,575.9359375351414,-138.38158438634753,714.317521921489,3564793.1099999985,21329.051349768524,22869.5,24409.948650231476,13.47164258275411,0.7132820201118873
2023-02-17,23526.6,25043.2,23350.0,24581.5,922717.148,22947.780000000002,,66.00916466376981,680.0683509540249,-27.399336773971186,707.4676877279961,4487510.2579999985,21235.946708350384,22947.780000000002,24659.61329164962,14.91938036402317,0.9771843169452714
